phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
clean,1338,204,73.05994852352887,3.9912357768043876,0.5276532137518685,0.027369886320370837,0.42784667141315547,0.5276532137518685,0.8,0.00591666800709893,112.83512765302984,23018.366041218087,0.031021568063515182,2.0,204.0
diverse,1338,612,124.14684244245291,3.954254211857915,0.6689088191330343,0.13786793929201274,0.6356760516941548,0.6689088191330343,0.8,0.07528393591610563,124.1833470057424,76000.20836751435,0.14662470243107686,2.0,612.0
hard,1338,1256,192.40088031161577,3.940984490327537,0.7249626307922272,0.37733578886042224,0.7113848642733139,0.7249626307922272,0.8,0.24542225100421666,136.87303566974308,171912.5328011973,0.39364917972402363,2.0,1256.0
