phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,821,822,701.3975487546995,6.994361218996346,0.8647990255785627,0.8206952679383833,0.8647990255785627,0.6008042348554075
