phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,823,356,127.27243946865201,2.4639854412525892,0.778857837181045,0.6497012183851807,0.7804649616067897,0.778857837181045,0.8,0.43425587138641325,143.38586000703484,51045.366162504404,0.7422246611549418,2.0,356.0
step_02,823,758,121.91185900848359,2.4619597429409623,0.8347509113001215,0.7615663300900992,0.8392863754795807,0.8347509113001215,0.8,0.5132311321948774,144.45930328545484,109500.15189037476,0.7946196386609048,2.0,758.0
step_03,823,1174,125.57660488970578,2.4790067514404655,0.8699878493317132,0.8151194994035793,0.8720975460677723,0.8699878493317132,0.8,0.5537515830480235,144.82003948140638,170018.7263511711,0.8205585666018808,2.0,1174.0
step_04,823,1590,125.88887217547745,2.4558042641729116,0.8699878493317132,0.8183190058373644,0.8710499884092797,0.8699878493317132,0.8,0.5294814700073578,144.9942476655766,230540.8537882668,0.8264850373488841,2.0,1590.0
step_05,823,2006,125.79026643559337,2.4649142418056726,0.8784933171324423,0.8294915399989639,0.8789430341092902,0.8784933171324423,0.8,0.6150490682859769,145.09622411693059,291063.02557856275,0.828790616838554,2.0,2006.0
step_06,823,2422,125.85887918900698,2.4557036459445953,0.8724179829890644,0.8232932300401478,0.8726881223678609,0.8724179829890644,0.8,0.5677617586961302,145.1631787257159,351585.21887368395,0.8428446665449123,2.0,2422.0
step_07,823,2838,125.96636742725968,2.5248594358563423,0.8712029161603888,0.8225898976884748,0.8712626594272634,0.8712029161603888,0.8,0.5698158663757592,145.21050888619052,412107.4242190087,0.8474506683849187,2.0,2838.0
step_08,823,3254,125.94415401946753,2.4915289152413607,0.8736330498177399,0.8276162884931608,0.8742660813506747,0.8736330498177399,0.8,0.5210162379855802,145.24573970307895,472629.6369938189,0.8474506683849187,2.0,2838.0
step_09,823,3670,126.00092779565603,2.456090151332319,0.8760631834750912,0.8399822717588498,0.8764569543391508,0.8760631834750912,0.8,0.6137855957347054,145.27298492427994,533151.8546721074,0.8579444174287553,2.0,3670.0
step_10,823,4086,125.93779598921537,2.4923739498481154,0.8809234507897934,0.8478366271197662,0.8810274835431814,0.8809234507897934,0.8,0.6543348710900908,145.29468324924474,593674.075756414,0.8604591241472266,2.0,4086.0
