phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,2673,258,87.36336825042963,7.855914376676083,0.6172839506172839,0.09253054090921083,0.5552778454708635,0.6172839506172839,0.8,0.07145653992297397,143.893777345649,37124.59455517744,0.09468777703561938,2.0,258.0
step_02,2673,582,99.50658400822431,7.851306613534689,0.6864945753834643,0.2033573832658032,0.6556041547701106,0.6864945753834643,0.8,0.1112009588591239,148.61141626278945,86491.84426494346,0.18482414289515822,2.0,582.0
step_03,2673,966,116.90118430089206,7.8945604199543595,0.7182940516273849,0.30591621370892186,0.6972734576039612,0.7182940516273849,0.8,0.20566882877190745,153.0025300032436,147800.44398313333,0.30122867162069566,2.0,966.0
step_04,2673,1352,117.25355341937393,7.86601278744638,0.7399925177702955,0.3775566722231936,0.7278006095460978,0.7399925177702955,0.8,0.26874192487008314,154.9352191050313,209472.41623000233,0.38054279005494945,1.0,1159.0
step_05,2673,1738,117.17510908376426,7.837687730789185,0.7362514029180696,0.4032472336092499,0.7280060268192313,0.7362514029180696,0.8,0.294540094242436,156.01017499548982,271145.68414216134,0.4254258991823274,2.0,1738.0
step_06,2673,2124,117.18991481885314,7.831913010217249,0.7396184062850729,0.4190174359101841,0.7351793556988178,0.7396184062850729,0.8,0.29807831385772643,156.6946995423003,332819.54182784585,0.4254258991823274,2.0,1738.0
step_07,2673,2510,117.14442976657301,7.851457425393164,0.7403666292555181,0.40942942364960583,0.7367446686619479,0.7403666292555181,0.8,0.26051176563163664,157.16881169561415,394493.71735599154,0.4294923789086655,1.0,2317.0
step_08,2673,2896,117.39518483914435,7.868945722468197,0.7384960718294051,0.42527692388236077,0.738545509917501,0.7384960718294051,0.8,0.28046274582773767,157.51660348749053,456168.08369977254,0.4375219254438125,2.0,2896.0
step_09,2673,3282,117.94230137951672,7.831640953198075,0.7362514029180696,0.43809211922680014,0.7353108287722804,0.7362514029180696,0.8,0.29774904846864647,157.78262448628502,517842.57356398745,0.4375219254438125,2.0,2896.0
step_10,2673,3668,117.27574222814292,7.846340687945485,0.7362514029180696,0.42602671576376816,0.7366046316665159,0.7362514029180696,0.8,0.2689843451199999,157.99267938082613,579517.1479688702,0.4375219254438125,2.0,2896.0
