phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1061,256,29.620121866464615,0.25351158902049065,0.8727615457115928,0.8576199919483501,0.8750809166637658,0.8727615457115928,0.8,0.6257834757834758,5.864552605703048,1501.3254670599804,0.8615511573646706,2.0,256.0
step_02,1061,652,15.360260498709977,0.2507299091666937,0.9085768143261075,0.8944632615412381,0.9089769408225856,0.9085768143261075,0.8,0.7255154639175257,5.809665928564552,3787.902185424088,0.8846778160666777,2.0,652.0
step_03,1061,1128,17.99938869383186,0.2526088263839483,0.9066918001885014,0.893773493888176,0.9077043160877162,0.9066918001885014,0.8,0.7010359808399242,5.812969245314498,6557.029308714754,0.8892306195676982,2.0,1128.0
step_04,1061,1666,20.183855114504695,0.24965077079832554,0.9076343072573044,0.8934599242585701,0.908073823009203,0.9076343072573044,0.8,0.699130934425052,5.8171314591095555,9691.34101087652,0.8904503833917938,1.0,1397.0
step_05,1061,2204,20.148636263795197,0.25344233494251966,0.9142318567389256,0.9001868053595667,0.914267145812743,0.9142318567389256,0.8,0.7207948825503356,5.819259975541082,12825.648986092545,0.8925366755971835,1.0,1935.0
step_06,1061,2742,20.396192889660597,0.2512533310800791,0.9085768143261075,0.8923436442508554,0.9080646026489757,0.9085768143261075,0.8,0.7204452654092941,5.8205526730817585,15959.955429590182,0.8934164091393649,2.0,2742.0
step_07,1061,3280,19.79638538789004,0.25151350535452366,0.9057492931196984,0.8898591525902304,0.9055915746032769,0.9057492931196984,0.8,0.6969138538337727,5.821421065703751,19094.261095508304,0.8984844803498755,1.0,3011.0
step_08,1061,3818,20.31978875771165,0.2501148423179984,0.9076343072573044,0.8922418438834308,0.9075575368664123,0.9076343072573044,0.8,0.7358214003833577,5.8220446078350925,22228.56631271438,0.8984844803498755,1.0,3011.0
step_09,1061,4356,19.910484548658133,0.2464637802913785,0.9057492931196984,0.8902247237511898,0.9057492931196984,0.9057492931196984,0.8,0.7423387096774194,5.822514060499705,25362.871247536714,0.8984844803498755,1.0,3011.0
step_10,1061,4894,19.881394619122148,0.2462529642507434,0.9038642789820923,0.8883959508959509,0.9040209202791671,0.9038642789820923,0.8,0.7165039929015085,5.822880260142617,28497.175993137967,0.8984844803498755,1.0,3011.0
