phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,1061,2130,88.27603473607451,0.43553590308874846,0.9066918001885014,0.8924579589956232,0.9066918001885014,0.6831980103869505
