phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,500,72,29.063591889105737,1.4540027184411883,0.948,0.9479700307377049,0.947970030737705,0.948,0.8,0.8098288459613652,127.2993799822852,9165.555358724534,0.9510327635327636,2.0,72.0
step_02,500,170,30.506331097334623,1.4550905786454678,0.972,0.9719959674193084,0.9719959674193084,0.972,0.8,0.8511904761904762,128.08358208955224,21774.20895522388,0.9622130787202829,2.0,170.0
step_03,500,308,42.52716629765928,1.4624953083693981,0.98,0.9799987199180747,0.9799987199180749,0.98,0.8,0.896049896049896,128.41827912721286,39552.829971181556,0.9844443676265069,1.0,239.0
step_04,500,482,52.56240854784846,1.4660064177587628,0.982,0.9819993519766712,0.9819993519766712,0.982,0.8,0.9097744360902256,127.58973015457165,61498.24993450354,0.9844443676265069,1.0,239.0
step_05,500,656,52.417795633897185,1.4518289407715201,0.98,0.9799996799948799,0.9799996799948799,0.98,0.8,0.8566650740563784,127.2030739673391,83445.21652257444,0.9844443676265069,1.0,239.0
step_06,500,830,52.3910404574126,1.4538848148658872,0.982,0.9819993519766712,0.9819993519766712,0.982,0.8,0.9028654686741135,126.9792203852571,105392.75291976338,0.9844443676265069,1.0,239.0
step_07,500,1004,52.43316073529422,1.452868215739727,0.986,0.985999943999776,0.985999943999776,0.986,0.8,0.8754152823920266,126.83322891868187,127340.5618343566,0.9844443676265069,1.0,239.0
step_08,500,1178,52.45485183224082,1.4659009333699942,0.978,0.977999911999648,0.977999911999648,0.978,0.8,0.8999599839935974,126.73049418294374,149288.52214750773,0.9844443676265069,1.0,239.0
step_09,500,1352,52.54084454476833,1.4537221482023597,0.98,0.9799996799948799,0.9799996799948799,0.98,0.8,0.90999099909991,126.65427163707353,171236.57525332342,0.9844443676265069,1.0,239.0
step_10,500,1526,52.432941305451095,1.4551872005686164,0.984,0.983999743995904,0.983999743995904,0.984,0.8,0.8467824310520939,126.59547138740223,193184.6893371758,0.9844443676265069,1.0,239.0
