phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
spcl_01,823,274,277.5928925825283,7.495334110222757,0.7825030376670717,0.6961571043361959,0.7874681568194926,0.7825030376670717,0.8,0.4086087889747284,145.73284537968894,39930.79963403477,0.7588530451670337,2.0,274.0
spcl_02,823,506,218.75864617805928,6.508826741948724,0.7982989064398542,0.7316520080534834,0.8047113463559882,0.7982989064398542,0.8,0.4325866280968267,145.71228461633817,73730.41601586711,0.77092240481656,2.0,506.0
spcl_01,823,137,143.50273513887078,7.481758777983487,0.6670716889428918,0.5590925672664773,0.6619938095371489,0.6670716889428918,0.8,0.37251825312586195,145.73284537968894,19965.399817017384,0.5705307873382067,1.0,137.0
spcl_02,823,230,94.76621445920318,7.526226061396301,0.6828675577156743,0.5746583033556744,0.6762790312574904,0.6828675577156743,0.8,0.2731517251083718,145.1811870405663,33391.67301933025,0.5933093255055006,1.0,230.0
spcl_03,823,742,235.4533234871924,7.464788232930005,0.8055893074119077,0.7360934774364706,0.8117756598419915,0.8055893074119077,0.8,0.39677427275521715,145.57348215795705,108015.52376120412,0.7826591160603115,2.0,742.0
spcl_03,823,331,88.10026873834431,7.5316559402272105,0.7387606318347509,0.6205563148424783,0.7331198039283116,0.7387606318347509,0.8,0.3017751606571482,144.68028436018957,47889.17412322275,0.6339299959935258,1.0,331.0
spcl_01,823,137,143.57630673982203,7.472512659616768,0.6670716889428918,0.5590925672664773,0.6619938095371489,0.6670716889428918,0.8,0.37251825312586195,145.73284537968894,19965.399817017384,0.5705307873382067,1.0,137.0
spcl_04,823,982,224.91932633332908,7.5013965694233775,0.8371810449574727,0.7834480036984519,0.8405814285949854,0.8371810449574727,0.8,0.5424721982155715,145.499712257817,142880.7174371763,0.7892066410104477,2.0,982.0
spcl_04,823,439,108.68582611717284,7.491132284514606,0.74726609963548,0.6225916060044572,0.74218213493096,0.74726609963548,0.8,0.3073924731182796,144.742053003786,63541.761268662056,0.6431994036020604,1.0,439.0
spcl_02,823,274,136.56568658910692,7.467710265889764,0.6974483596597812,0.6327954841456507,0.709609308365363,0.6974483596597812,0.8,0.29379878077357063,145.72121212121212,39927.61212121212,0.6733030785773069,1.0,274.0
spcl_05,823,550,111.54587597958744,7.507670167833567,0.7533414337788579,0.6311052278255534,0.7481399262482061,0.7533414337788579,0.8,0.27519335756066904,144.80071884984025,79640.39536741214,0.6437185223587708,1.0,550.0
spcl_03,823,387,113.98624548874795,7.493274518288672,0.724179829890644,0.6569174639772793,0.7344626729419502,0.724179829890644,0.8,0.30813587625486605,145.2367036347446,56206.60430664616,0.7033595334177309,1.0,387.0
spcl_05,823,1224,240.79937901347876,7.5190905733034015,0.8383961117861483,0.7892750613569932,0.8431315498459461,0.8383961117861483,0.8,0.5552332993370729,145.4865169691377,178075.49677022456,0.7919010675616258,2.0,1224.0
spcl_06,823,663,113.82110027503222,7.457987538538873,0.7606318347509113,0.6272824010987516,0.7596199115566573,0.7606318347509113,0.8,0.2997302560882691,144.90458394436823,96071.73915511613,0.6489511470227468,1.0,663.0
spcl_04,823,507,120.23596593271941,7.450932025909424,0.7484811664641555,0.6948645093682446,0.75431312004897,0.7484811664641555,0.8,0.39781597364909166,144.97581642751112,73502.73892874813,0.7193565891339481,1.0,507.0
spcl_05,823,624,77.1292115310207,5.0696871262043715,0.772782503037667,0.7364000181068497,0.7741424619458454,0.772782503037667,0.8,0.4279017498285829,144.89418388377823,90413.9707434776,0.7681635709646253,1.0,624.0
spcl_06,823,1470,182.19988592062145,5.062295923940837,0.8554070473876063,0.8086332903524908,0.8577253583843558,0.8554070473876063,0.8,0.5611859062781324,145.50746841925573,213895.97857630593,0.7919010675616258,2.0,1224.0
spcl_06,823,742,78.3466134564951,5.0225839810445905,0.7825030376670717,0.7358617001355503,0.7856018128594482,0.7825030376670717,0.8,0.37954393408431886,144.83700291594474,107469.056163631,0.770405445829779,1.0,742.0
spcl_07,823,1720,112.53341789450496,2.5072422297671437,0.8566221142162819,0.8165847896372439,0.8582935112025144,0.8566221142162819,0.8,0.4775643977771637,145.5594104556565,250362.18598372917,0.7949448422170604,1.0,1595.0
spcl_08,823,1972,77.88440774846822,2.455481732264161,0.8651275820170109,0.8240846509726245,0.8664726045370145,0.8651275820170109,0.8,0.5734203399228031,145.60169868940068,287126.5498154981,0.817788468471692,1.0,1846.0
spcl_09,823,2226,78.6662558792159,2.485459209419787,0.8614823815309842,0.8163502024031508,0.862609179204974,0.8614823815309842,0.8,0.45967281117657055,145.6334610832441,324180.08437130135,0.817788468471692,1.0,1846.0
spcl_10,823,2482,79.28972367104143,2.4886219976469874,0.8772782503037667,0.8288073561332163,0.8780261237977846,0.8772782503037667,0.8,0.5472912387307417,145.67836922454757,361573.7124153271,0.8327381954458035,1.0,2354.0
