phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1060,152,13.542090695351362,0.24511361215263605,0.8462264150943396,0.8327394314999337,0.8505727187775868,0.8462264150943396,0.8,0.5689888858769314,5.871299342105263,892.4375,0.8428422197418506,2.0,152.0
step_02,1060,394,9.293097119778395,0.24597880337387323,0.879245283018868,0.8640867729023003,0.8811293916209272,0.879245283018868,0.8,0.6299677765843179,5.829973011589141,2297.0093665661216,0.8720982142857143,2.0,394.0
step_03,1060,698,11.579170328564942,0.2467783633619547,0.8915094339622641,0.8769153098573772,0.8928289027169525,0.8915094339622641,0.8,0.6598930481283423,5.843553882015421,4078.800609646764,0.8951356099703525,2.0,698.0
step_04,1060,1054,13.475285543128848,0.24633640237152576,0.8915094339622641,0.8756070407027232,0.8923066515663044,0.8915094339622641,0.8,0.6648065476190477,5.843690589353612,6159.249881178706,0.8951356099703525,2.0,698.0
step_05,1060,1410,13.26087561622262,0.24469646159559488,0.8849056603773585,0.869519243187395,0.8863428531918056,0.8849056603773585,0.8,0.6286131386861313,5.843758329631275,8239.699244780099,0.8962502021181987,2.0,1410.0
step_06,1060,1766,12.924099181778729,0.24759133346378803,0.8915094339622641,0.8757986736235712,0.892384569153544,0.8915094339622641,0.8,0.6241442326050787,5.843798779622534,10320.148644813395,0.8962502021181987,2.0,1410.0
step_07,1060,2122,12.928225386887789,0.24789687152951956,0.8971698113207547,0.8826374773863324,0.8981438283404881,0.8971698113207547,0.8,0.7012977382276604,5.843825665859564,12400.598062953994,0.89793893129771,2.0,2122.0
step_08,1060,2478,12.931901030242443,0.24621121864765882,0.8952830188679245,0.8799337523304547,0.8960525071639982,0.8952830188679245,0.8,0.6040747028862479,5.843844831074247,14481.047491401983,0.9011342940217912,1.0,2300.0
step_09,1060,2834,14.473559151403606,0.24498810898512602,0.9018867924528302,0.8870658427445131,0.9024271395776127,0.9018867924528302,0.8,0.726195778035094,5.843859183583212,16561.496926274824,0.9011342940217912,1.0,2300.0
step_10,1060,3190,13.509326270781457,0.24494380690157413,0.9009433962264151,0.8849701573521432,0.9010647119647007,0.9009433962264151,0.8,0.7343358395989975,5.843870333988212,18641.9463654224,0.9011342940217912,1.0,2300.0
