phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1350,234,94.30647883191705,4.006852022372186,0.6118518518518519,0.10306354834933543,0.5342726564952249,0.6118518518518519,0.8,0.03305752096029089,137.85488197424894,32258.042381974254,0.09061653346160019,2.0,234.0
step_02,1350,494,81.99212571419775,3.991167084313929,0.6792592592592592,0.2137462261871336,0.6432004981910172,0.6792592592592592,0.8,0.1211893713441701,139.04507936507937,68688.26920634921,0.20728731377061216,2.0,494.0
step_03,1350,778,88.48582014814019,3.9987932927906513,0.7118518518518518,0.2695982430344915,0.6819816908861018,0.7118518518518518,0.8,0.1239808415675035,140.45746569814366,109275.90831315577,0.2544208972368422,2.0,778.0
step_04,1350,1082,94.61444780603051,3.9609651267528534,0.7103703703703703,0.27008286100371137,0.6888614250370381,0.7103703703703703,0.8,0.13861612751605384,142.24525894565912,153909.37017920316,0.2788253760433727,2.0,1082.0
step_05,1350,1406,100.36418894771487,3.9683532090857625,0.7237037037037037,0.3359262058809317,0.7069871621505885,0.7237037037037037,0.8,0.17880018452595262,143.81301030651855,202201.0924909651,0.3163375337232988,2.0,1406.0
step_06,1350,1748,105.8047445435077,3.9624902345240116,0.7274074074074074,0.3778764564401948,0.7152825238676671,0.7274074074074074,0.8,0.2089979735441779,145.28801463204707,253963.44957681827,0.3838413052684375,2.0,1748.0
step_07,1350,2108,110.68442030623555,3.961617390625179,0.737037037037037,0.3940439528809779,0.727011664352033,0.737037037037037,0.8,0.23172467404545447,146.63431815479728,309105.14267031266,0.3838413052684375,2.0,1748.0
step_08,1350,2486,115.94998597167432,4.0187516789883375,0.7333333333333333,0.40841926798126127,0.7274529347829982,0.7333333333333333,0.8,0.2430242670197396,148.29108182345084,368651.6294130988,0.42344079785257227,2.0,2486.0
step_09,1350,2882,121.26716844644397,4.31543608661741,0.725925925925926,0.4092840474878176,0.7195538697145778,0.725925925925926,0.8,0.2100358016252753,150.02698295355714,432377.76487215166,0.48042926191990204,2.0,2882.0
step_10,1350,3294,129.5220116050914,3.9847601568326354,0.7303703703703703,0.4110136400013604,0.729751486239647,0.7303703703703703,0.8,0.2455116399604554,151.3058366943155,498401.42607107526,0.48042926191990204,2.0,2882.0
