phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,2625,256,87.11293983832002,7.710587386973202,0.6274285714285714,0.09495260832188583,0.5680895372980455,0.6274285714285714,0.8,0.04376109857723041,142.31138310893513,36431.714075887394,0.08917842389300162,2.0,256.0
step_02,2625,580,99.68491229973733,7.712643601000309,0.6975238095238095,0.20225517409677543,0.6670144944574765,0.6975238095238095,0.8,0.1098110258596192,147.34595003785012,85460.65102195306,0.1918211625729363,2.0,580.0
step_03,2625,966,117.56962383817881,7.70477045327425,0.7318095238095238,0.3399585138505282,0.7131872710772946,0.7318095238095238,0.8,0.25736993381080653,152.08526930564568,146914.37014925372,0.33540507756620175,2.0,966.0
step_04,2625,1354,120.60924689937383,7.7379740523174405,0.7462857142857143,0.4155196558570891,0.733387124285988,0.7462857142857143,0.8,0.324068482298714,154.14053453147437,208706.2837556163,0.3787664247198599,1.0,1160.0
step_05,2625,1742,117.65534015092999,7.720638172701001,0.7447619047619047,0.41648482569674955,0.7346557157019641,0.7447619047619047,0.8,0.3227423860006623,155.28111495246327,270499.702247191,0.406139429601733,2.0,1742.0
step_06,2625,2130,118.00980678200722,7.782363855279982,0.7405714285714285,0.42838874351233663,0.7349257541269775,0.7405714285714285,0.8,0.2941807718518072,156.0064806904881,332293.80387073965,0.4279225709571593,2.0,2130.0
step_07,2625,2518,117.82795964926481,7.714062842540443,0.7371428571428571,0.41051752934778135,0.7309295256045221,0.7371428571428571,0.8,0.2693617155007117,156.50844838757914,394088.2730399243,0.43536955774713154,1.0,2324.0
step_08,2625,2906,117.88189250789583,7.718589843250811,0.736,0.4173828902179612,0.7318755137022507,0.736,0.8,0.2706405792722245,156.87644962747004,455882.9626174279,0.43536955774713154,1.0,2324.0
step_09,2625,3294,117.78206361830235,7.699733150191605,0.737904761904762,0.42504624864069757,0.735457861799106,0.737904761904762,0.8,0.24025921896882635,157.15780047252497,517677.79475649726,0.43536955774713154,1.0,2324.0
step_10,2625,3682,117.9707517074421,7.699216174893081,0.7363809523809524,0.40780260313640543,0.7318730382516817,0.7363809523809524,0.8,0.23433318577346202,157.37988169715152,579472.7244089119,0.43536955774713154,1.0,2324.0
