phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,1061,3222,125.19172931974754,0.6734405681490898,0.8944392082940622,0.8770516906013326,0.8944392082940622,0.7124837088065537
