phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,51,8,6.425978565122932,0.36135924560949206,0.6870876531573987,0.4072625698324022,0.6870876531573987,0.4180327868852459
diverse,1844,240,9.742914388887584,0.3674573968164623,0.8548539114043355,0.8338803080952265,0.8548539114043355,0.5639975918121614
hard,3733,708,19.574254747945815,0.3642703127115965,0.885956644674835,0.8718518451972765,0.885956644674835,0.6561253561253562
