phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1061,252,16.875913719646633,0.2573994221165776,0.883129123468426,0.8687667078961019,0.8850932144868636,0.883129123468426,0.8,0.6795575221238939,5.888613247333168,1483.9305383279582,0.850407268170426,2.0,252.0
step_02,1061,646,14.56176789291203,0.2610468119382858,0.9010367577756834,0.8883221710639091,0.9024928975946296,0.9010367577756834,0.8,0.7085791185376248,5.829750145264381,3766.01859384079,0.8766358297644008,2.0,646.0
step_03,1061,1120,17.42692202795297,0.2537179999053478,0.9132893496701225,0.9006068752036493,0.9139586095364272,0.9132893496701225,0.8,0.7511517689849002,5.829408803624363,6528.937860059287,0.88224998061545,2.0,1120.0
step_04,1061,1658,20.142472326755524,0.25750165339559317,0.9057492931196984,0.8914573563472383,0.9062689999114243,0.9057492931196984,0.8,0.6969138538337727,5.831878801616986,9669.255053080962,0.8896379044684128,2.0,1658.0
step_05,1061,2196,19.44225720129907,0.2554663419723511,0.9038642789820923,0.8876563356420349,0.9037034060953424,0.9038642789820923,0.8,0.6458379090709423,5.8331384237998805,12809.571978664537,0.8896379044684128,2.0,1658.0
step_06,1061,2734,19.603422578424215,0.2540221968665719,0.9085768143261075,0.8927117550354076,0.9082268497829301,0.9085768143261075,0.8,0.7105191628159826,5.833902265802195,15949.8887947032,0.8896379044684128,2.0,1658.0
step_07,1061,3272,19.25032411981374,0.2542176814749837,0.9076343072573044,0.8931191151679618,0.9079312932847079,0.9076343072573044,0.8,0.7339875111507582,5.834414900744655,19090.20555523651,0.8896379044684128,2.0,1658.0
step_08,1061,3810,19.33680455200374,0.2568046357482672,0.9019792648444863,0.8854535186938396,0.901815237587408,0.9019792648444863,0.8,0.708246740978651,5.834782751648063,22230.52228377912,0.8896379044684128,2.0,1658.0
step_09,1061,4348,19.966001306660473,0.2556025134399533,0.9095193213949104,0.8942647864866211,0.9093679116191459,0.9095193213949104,0.8,0.7269783444646832,5.835059565824919,25370.838992206747,0.8896379044684128,2.0,1658.0
step_10,1061,4886,19.529206509701908,0.2542287912219763,0.9095193213949104,0.8937273068736697,0.9091332085704303,0.9095193213949104,0.8,0.7323707704177229,5.835275416939071,28511.1556871643,0.8896379044684128,2.0,1658.0
