phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,500,80,31.492116263136268,1.458279786631465,0.952,0.9519507976167596,0.9519507976167596,0.952,0.8,0.8698828946051447,130.90843949044586,10472.675159235669,0.9376780626780628,2.0,80.0
step_02,500,184,32.14193767402321,1.468986569903791,0.956,0.9559971838197645,0.9559971838197646,0.956,0.8,0.8108448928121059,130.57290946786455,24025.415342087075,0.9622175577231757,2.0,184.0
step_03,500,324,42.77447026222944,1.4531385628506541,0.972,0.9719959674193084,0.9719959674193084,0.972,0.8,0.8440748440748441,130.15671350507415,42170.77517564403,0.9755554348416535,1.0,254.0
step_04,500,498,52.462276295758784,1.4582803063094616,0.976,0.976,0.976,0.976,0.8,0.8375568551007146,129.48684210526315,64484.447368421046,0.9822208174473044,2.0,498.0
step_05,500,672,52.53877698071301,1.4534849841147661,0.98,0.9799987199180747,0.9799987199180749,0.98,0.8,0.8700454840805718,129.16557469112692,86799.2661924373,0.9822208174473044,2.0,498.0
step_06,500,846,52.580399251542985,1.4647140894085169,0.972,0.9719982078853047,0.9719982078853047,0.972,0.8,0.8125,128.97697563874036,109114.52139037434,0.9822218710493047,1.0,759.0
step_07,500,1020,52.63680544216186,1.4544270019978285,0.978,0.977999207971487,0.9779992079714871,0.978,0.8,0.8918139199423007,128.85293031273085,131429.98891898547,0.9822218710493047,1.0,759.0
step_08,500,1194,52.57537194993347,1.4607031848281622,0.978,0.9779956871546823,0.9779956871546824,0.978,0.8,0.8306233062330624,128.76513877207736,153745.57569386036,0.9822218710493047,1.0,759.0
step_09,500,1368,52.570927422493696,1.4508943986147642,0.972,0.9719982078853047,0.9719982078853047,0.972,0.8,0.8125,128.6997339937626,176061.23610346724,0.9822218710493047,1.0,759.0
step_10,500,1542,52.48740213178098,1.4580022124573588,0.974,0.9739998959995839,0.9739998959995839,0.974,0.8,0.8542982030111705,128.64912137975918,198376.94516758865,0.9822218710493047,1.0,759.0
