event,phase,epoch,step,loss,lr,val_macro_f1,val_micro_f1,val_f1_weighted,val_accuracy,avg_seq_len,compute_proxy
train_step,step_01,1,1,1.313733,7.692307692307694e-07,,,,,218.03125,218.03125
train_step,step_01,1,2,1.53119,1.5384615384615387e-06,,,,,217.09375,434.1875
train_step,step_01,1,3,1.225541,2.307692307692308e-06,,,,,221.42708333333334,664.28125
train_step,step_01,1,4,1.182481,3.0769230769230774e-06,,,,,225.296875,901.1875
train_step,step_01,1,5,1.577991,3.846153846153847e-06,,,,,227.0375,1135.1875
train_step,step_01,1,6,1.166323,4.615384615384616e-06,,,,,226.234375,1357.40625
train_step,step_01,1,7,1.273554,5.384615384615385e-06,,,,,227.85267857142858,1594.96875
train_step,step_01,1,8,1.285765,6.153846153846155e-06,,,,,229.26953125,1834.15625
train_step,step_01,1,9,2.105615,6.923076923076923e-06,,,,,227.39930555555554,2046.59375
train_step,step_01,1,10,1.15753,7.692307692307694e-06,,,,,227.41875,2274.1875
train_step,step_01,1,11,1.893241,8.461538461538462e-06,,,,,228.13636363636363,2509.5
train_step,step_01,1,12,1.50748,9.230769230769232e-06,,,,,229.29947916666666,2751.59375
train_step,step_01,1,13,1.629549,1e-05,,,,,229.70192307692307,2986.125
train_step,step_01,1,14,1.78594,1.076923076923077e-05,,,,,229.62276785714286,3214.71875
train_step,step_01,1,15,1.714421,1.1538461538461538e-05,,,,,229.275,3439.125
train_step,step_01,1,16,3.394978,1.230769230769231e-05,,,,,228.90625,3662.5
train_step,step_01,1,17,1.14469,1.3076923076923078e-05,,,,,228.21507352941177,3879.65625
train_step,step_01,1,18,1.358766,1.3846153846153847e-05,,,,,227.47395833333334,4094.53125
train_step,step_01,1,19,0.948579,1.4615384615384615e-05,,,,,227.47697368421052,4322.0625
train_step,step_01,1,20,1.273438,1.5384615384615387e-05,,,,,227.5125,4550.25
train_step,step_01,1,21,2.018703,1.6153846153846154e-05,,,,,227.48809523809524,4777.25
train_step,step_01,1,22,2.205846,1.6923076923076924e-05,,,,,227.734375,5010.15625
train_step,step_01,1,23,1.356161,1.7692307692307694e-05,,,,,228.04076086956522,5244.9375
train_step,step_01,1,24,1.18766,1.8461538461538465e-05,,,,,228.515625,5484.375
train_step,step_01,1,25,3.399132,1.923076923076923e-05,,,,,228.58,5714.5
train_step,step_01,1,26,1.36775,2e-05,,,,,228.97596153846155,5953.375
train_step,step_01,1,27,3.28298,1.9952380952380953e-05,,,,,229.21527777777777,6188.8125
train_step,step_01,1,28,1.047511,1.9904761904761908e-05,,,,,228.94866071428572,6410.5625
train_step,step_01,1,29,1.533439,1.985714285714286e-05,,,,,228.82435344827587,6635.90625
train_step,step_01,1,30,1.547765,1.980952380952381e-05,,,,,228.85625,6865.6875
train_step,step_01,1,31,1.646919,1.9761904761904763e-05,,,,,228.98487903225808,7098.53125
train_step,step_01,1,32,1.287976,1.9714285714285718e-05,,,,,228.9970703125,7327.90625
train_step,step_01,1,33,1.745671,1.9666666666666666e-05,,,,,228.87878787878788,7553.0
train_step,step_01,1,34,1.289759,1.961904761904762e-05,,,,,228.5909926470588,7772.09375
train_step,step_01,1,35,1.463648,1.9571428571428572e-05,,,,,228.67589285714286,8003.65625
train_step,step_01,1,36,2.619641,1.9523809523809524e-05,,,,,228.48611111111111,8225.5
train_step,step_01,1,37,0.977381,1.947619047619048e-05,,,,,228.42652027027026,8451.78125
train_step,step_01,1,38,1.587,1.942857142857143e-05,,,,,228.51891447368422,8683.71875
train_step,step_01,1,39,1.06611,1.9380952380952382e-05,,,,,228.62259615384616,8916.28125
train_step,step_01,1,40,2.314889,1.9333333333333333e-05,,,,,228.52265625,9140.90625
train_step,step_01,1,41,1.942506,1.928571428571429e-05,,,,,228.6128048780488,9373.125
train_step,step_01,1,42,0.875766,1.923809523809524e-05,,,,,228.8266369047619,9610.71875
train_step,step_01,1,43,2.456884,1.919047619047619e-05,,,,,228.47674418604652,9824.5
train_step,step_01,1,44,1.141059,1.9142857142857146e-05,,,,,228.6740056818182,10061.65625
train_step,step_01,1,45,1.292493,1.9095238095238098e-05,,,,,228.61041666666668,10287.46875
train_step,step_01,1,46,1.084191,1.904761904761905e-05,,,,,228.49252717391303,10510.65625
train_step,step_01,1,47,0.859982,1.9e-05,,,,,228.67952127659575,10747.9375
train_step,step_01,1,48,3.439858,1.8952380952380953e-05,,,,,228.54947916666666,10970.375
train_step,step_01,1,49,1.051024,1.8904761904761904e-05,,,,,228.2952806122449,11186.46875
train_step,step_01,1,50,1.06814,1.885714285714286e-05,,,,,228.00375,11400.1875
train_step,step_01,1,51,1.075755,1.880952380952381e-05,,,,,227.87377450980392,11621.5625
