phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,882,112,23.05254918569699,2.3882857146672904,0.5115995115995116,0.45475489000102154,0.5115995115995116,0.30419331003912664
diverse,2182,386,41.66859830683097,2.4012561216950417,0.7692307692307693,0.7007134399535891,0.7692307692307693,0.2798697973813181
hard,3699,850,80.41942907916382,2.401485615875572,0.8376068376068376,0.7788726963369536,0.8376068376068376,0.33749345892203036
