phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1831,448,161.69197447225451,5.4177035596221685,0.630802839978154,0.46562267198429397,0.606653719064745,0.630802839978154,0.8,0.22232948035428193,227.38440033547667,101868.21135029355,0.46199594722708814,2.0,448.0
step_02,1831,1098,197.11963270418346,5.4034777116030455,0.6903331512834516,0.6026042526506415,0.6927642193117348,0.6903331512834516,0.8,0.32726814547389477,226.0173957679804,248167.10055324246,0.5794248514923462,2.0,1098.0
step_03,1831,2020,275.67400969099253,5.465920456685126,0.7515019115237576,0.6854710224555278,0.7526659366472384,0.7515019115237576,0.8,0.35739892462249734,223.154296875,450771.6796875,0.6556364899179195,2.0,2020.0
step_04,1831,2948,277.13406479358673,5.425725142471492,0.7733478973238668,0.7113723863682901,0.7745376456890594,0.7733478973238668,0.8,0.3446598798045203,222.02737951103464,654536.7147985301,0.711270104487945,2.0,2948.0
step_05,1831,3876,277.2876333631575,5.435622149147093,0.7968323320589842,0.7510774150852868,0.7965494991319708,0.7968323320589842,0.8,0.4366276258951191,221.44016348421698,858302.0736648251,0.7552271291544946,2.0,3876.0
step_06,1831,4804,276.9773321375251,5.402608650736511,0.8088476242490442,0.780078496417065,0.81005442630395,0.8088476242490442,0.8,0.4375129994627622,221.07984359726296,1062067.5686412512,0.7604720472378904,2.0,4804.0
step_07,1831,5732,277.1846503801644,5.4279899867251515,0.8077553249590388,0.7838317529276679,0.8082517875411196,0.8077553249590388,0.8,0.41733769993781533,220.8362061432254,1265833.133612968,0.7801915758756622,2.0,5732.0
step_08,1831,6660,277.77216564305127,5.463085041381419,0.8159475696340798,0.7872265164102549,0.8165443677695884,0.8159475696340798,0.8,0.49349214807179015,220.66047136907616,1469598.7393180472,0.7801915758756622,2.0,5732.0
step_09,1831,7588,277.7055232496932,5.422140961512923,0.8252321135991262,0.7946990474802134,0.8249926370002414,0.8252321135991262,0.8,0.48318096487963774,220.52772414475965,1673364.370810436,0.7838390650673223,2.0,7588.0
step_10,1831,8516,277.1089951954782,5.437910182401538,0.821409066084107,0.7903249129173787,0.8219240348198841,0.821409066084107,0.8,0.45481651930695927,220.42391024651332,1877130.0196593073,0.7901309745029926,1.0,8052.0
