phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,1293,2592,576.3429979667999,3.670422922819853,0.737045630317092,0.47066612879171665,0.737045630317092,0.2539662856262046
