phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
easy,1060,162,12.65847725700587,0.24085842072963715,0.8169811320754717,0.7447064198315589,0.795708787691625,0.8169811320754717,0.8,0.5818540433925049,5.722157547535894,926.9895227008149,0.7455065059178123,2.0,162.0
easy_medium,1060,486,12.395641444250941,0.24283949006348848,0.8018867924528302,0.7111956448407035,0.7719617673148221,0.8018867924528302,0.8,0.47320863829402726,5.7748027422067,2806.554132712456,0.7721383750070288,1.0,324.0
all,1060,1024,19.952313414774835,0.2404664931818843,0.9226415094339623,0.9112336601307189,0.9231818812430631,0.9226415094339623,0.8,0.7494633769867111,5.810930033084181,5950.392353878201,0.8977536911656743,2.0,1024.0
