phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,2625,456,144.71901473589242,7.869343933649361,0.6700952380952381,0.15397474695701896,0.6293937790572779,0.6700952380952381,0.8,0.0777572300917666,138.69022783420257,63242.74389239637,0.15363666356428335,2.0,456.0
step_02,2625,992,161.03360250685364,7.777167560532689,0.7272380952380952,0.29017489722603756,0.7083144803661462,0.7272380952380952,0.8,0.2062749008595897,142.4799318439985,141340.0923892465,0.2809988855487129,2.0,992.0
step_03,2625,1596,180.46644114609808,7.738134092651308,0.7485714285714286,0.3878278375519287,0.73462864588725,0.7485714285714286,0.8,0.2949173451366783,146.04717647058823,233091.2936470588,0.3847293890674909,2.0,1596.0
step_04,2625,2202,180.73159599583596,7.7703603859990835,0.7325714285714285,0.4136480628088381,0.7253031914086351,0.7325714285714285,0.8,0.292020507840998,147.67270400909865,325175.29422803526,0.426692013830565,2.0,2202.0
step_05,2625,2808,180.55817745253444,7.764355161227286,0.736,0.43158287421325936,0.7296387363271977,0.736,0.8,0.2911785535325705,148.5971231043711,417260.72167707403,0.4293928198022022,1.0,2505.0
step_06,2625,3414,180.50474362820387,7.776074645109475,0.7318095238095238,0.43402436287628127,0.7281392735126053,0.7318095238095238,0.8,0.26585445446248324,149.19356081452943,509346.8166208035,0.4293928198022022,1.0,2505.0
step_07,2625,4020,180.98852563276887,7.718862270005047,0.7318095238095238,0.4200824521147315,0.7293615791971884,0.7318095238095238,0.8,0.20801457113844035,149.61026799626052,601433.2773449672,0.4293928198022022,1.0,2505.0
step_08,2625,4626,180.56102857924998,7.692229673266411,0.729904761904762,0.42200110296456145,0.7288778739536114,0.729904761904762,0.8,0.20657240202329957,149.91784698713607,693519.9601624914,0.4293928198022022,1.0,2505.0
step_09,2625,5232,180.7630808390677,7.682179349474609,0.7264761904761905,0.40867633783788104,0.7258106665646421,0.7264761904761905,0.8,0.18750471224912646,150.1542025862069,785606.7879310346,0.4293928198022022,1.0,2505.0
step_10,2625,5838,180.46611104067415,7.7040105471387506,0.7253333333333334,0.4163298417940071,0.7253200116011328,0.7253333333333334,0.8,0.229969310882085,150.34150659942054,877693.7155274171,0.4295163836818347,2.0,5838.0
