phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,1313,84,111.57300623226911,10.021552940830588,0.6097560975609756,0.36071829204705885,0.6097560975609756,0.2224972888282999
diverse,2624,248,207.92577242013067,10.033502192236483,0.7048780487804878,0.48174649511176354,0.7048780487804878,0.23124540318920864
hard,4154,508,306.6217846861109,7.609285546466708,0.774390243902439,0.7006985333752231,0.774390243902439,0.29604586239947617
