mode,metric,mean,std,ci_95_low,ci_95_high,n_folds
raw,micro_f1,0.910242,0.009848,0.903197,0.917287,10
raw,macro_f1,0.896320,0.011413,0.888156,0.904485,10
raw,accuracy,0.910242,0.009848,0.903197,0.917287,10
raw,hard_slice_macro_f1,0.716377,0.037020,0.689895,0.742860,10
