phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,500,76,32.519540888257325,1.4527359195053577,0.932,0.9317543155359294,0.9317543155359295,0.932,0.8,0.742559983523839,129.2192468619247,9820.662761506277,0.9287481444829293,2.0,76.0
step_02,500,178,32.927664244547486,1.4527966119349003,0.974,0.973997399739974,0.9739973997399741,0.974,0.8,0.8677652324280338,129.0893814801573,22977.909903468,0.957767558569728,2.0,178.0
step_03,500,316,42.27053918130696,1.4613432828336954,0.98,0.98,0.98,0.98,0.8,0.898538961038961,128.69753950790158,40668.4224844969,0.9688864305327829,2.0,316.0
step_04,500,490,52.55663174856454,1.4606638150289655,0.98,0.9799948786889443,0.9799948786889444,0.98,0.8,0.898538961038961,127.97904345590126,62709.73129339162,0.9688882743362832,1.0,403.0
step_05,500,664,52.5016926266253,1.4532460011541843,0.978,0.9779956871546823,0.9779956871546824,0.978,0.8,0.8620689655172413,127.63881784597898,84752.17504973004,0.971110968449227,1.0,577.0
step_06,500,838,52.45803737733513,1.4530285065993667,0.982,0.9819993519766712,0.9819993519766712,0.982,0.8,0.9017359973796266,127.44038692261547,106795.04424115177,0.973332806573957,2.0,838.0
step_07,500,1012,52.597835417836905,1.4590326435863972,0.98,0.9799996799948799,0.9799996799948799,0.98,0.8,0.8228206945428774,127.31039404281725,128838.11877133106,0.973332806573957,2.0,838.0
step_08,500,1186,52.70227125193924,1.4631933076307178,0.98,0.9799948786889443,0.9799948786889444,0.98,0.8,0.8914930555555556,127.21864083836138,150881.30803429658,0.973332806573957,2.0,838.0
step_09,500,1360,52.50063952244818,1.4532530587166548,0.982,0.9819993519766712,0.9819993519766712,0.982,0.8,0.8106060606060606,127.15041757024869,172924.56789553823,0.973332806573957,2.0,838.0
step_10,500,1534,52.5506989620626,1.4586874740198255,0.984,0.984,0.984,0.984,0.8,0.9273783587509077,127.09770161949943,194967.87428431213,0.973332806573957,2.0,838.0
