event,phase,epoch,step,loss,lr,val_macro_f1,val_micro_f1,val_f1_weighted,val_accuracy,avg_seq_len,compute_proxy
train_step,step_01,1,1,0.687669,5e-06,,,,,108.90625,108.90625
train_step,step_01,1,2,0.719868,1e-05,,,,,119.859375,239.71875
train_step,step_01,1,3,0.787,1.5000000000000002e-05,,,,,124.15625,372.46875
train_step,step_01,1,4,0.697475,2e-05,,,,,123.859375,495.4375
train_step,step_01,1,5,0.733217,1.9722222222222224e-05,,,,,124.85625,624.28125
train_step,step_01,1,6,0.704529,1.9444444444444445e-05,,,,,129.09375,774.5625
train_step,step_01,1,7,0.710979,1.916666666666667e-05,,,,,128.52232142857142,899.6562499999999
train_step,step_01,1,8,0.655221,1.888888888888889e-05,,,,,131.51953125,1052.15625
train_step,step_01,1,9,0.672987,1.8611111111111114e-05,,,,,131.90972222222223,1187.1875
train_step,step_01,1,10,0.701113,1.8333333333333333e-05,,,,,132.23125,1322.3125
train_step,step_01,1,11,0.653407,1.8055555555555558e-05,,,,,130.8125,1438.9375
train_step,step_01,1,12,0.663781,1.7777777777777777e-05,,,,,130.6015625,1567.21875
train_step,step_01,1,13,0.585748,1.7500000000000002e-05,,,,,130.23317307692307,1693.0312499999998
train_step,step_01,1,14,0.62549,1.7222222222222224e-05,,,,,129.27008928571428,1809.78125
train_step,step_01,1,15,0.606428,1.6944444444444446e-05,,,,,129.41875,1941.2812499999998
train_step,step_01,1,16,0.565775,1.6666666666666667e-05,,,,,127.248046875,2035.96875
train_step,step_01,1,17,0.581386,1.638888888888889e-05,,,,,127.52022058823529,2167.84375
train_step,step_01,1,18,0.47907,1.6111111111111115e-05,,,,,128.27256944444446,2308.90625
train_step,step_01,1,19,0.442911,1.5833333333333333e-05,,,,,128.39802631578948,2439.5625
train_step,step_01,1,20,0.376225,1.555555555555556e-05,,,,,128.1515625,2563.03125
train_step,step_01,1,21,0.311601,1.5277777777777777e-05,,,,,127.66369047619048,2680.9375
train_step,step_01,1,22,0.245798,1.5000000000000002e-05,,,,,127.58806818181819,2806.9375
train_step,step_01,1,23,0.183791,1.4722222222222224e-05,,,,,128.81521739130434,2962.75
train_step,step_01,1,24,0.142892,1.4444444444444446e-05,,,,,129.70442708333334,3112.90625
train_step,step_01,1,25,0.126975,1.416666666666667e-05,,,,,129.13625,3228.4062499999995
train_step,step_01,1,26,0.10129,1.388888888888889e-05,,,,,129.1658653846154,3358.3125
train_step,step_01,1,27,0.126269,1.3611111111111113e-05,,,,,129.2523148148148,3489.8125
train_step,step_01,1,28,0.047982,1.3333333333333333e-05,,,,,129.51897321428572,3626.53125
train_step,step_01,1,29,0.038708,1.3055555555555557e-05,,,,,129.26724137931035,3748.75
train_step,step_01,1,30,0.040474,1.2777777777777777e-05,,,,,129.090625,3872.7187499999995
train_step,step_01,1,31,0.057427,1.25e-05,,,,,129.37399193548387,4010.59375
train_step,step_01,1,32,0.019221,1.2222222222222224e-05,,,,,130.0458984375,4161.46875
train_step,step_01,1,33,0.026333,1.1944444444444444e-05,,,,,129.72348484848484,4280.875
train_step,step_01,1,34,0.016056,1.1666666666666668e-05,,,,,130.02389705882354,4420.8125
train_step,step_01,1,35,0.016513,1.138888888888889e-05,,,,,130.27589285714285,4559.65625
train_step,step_01,1,36,0.01,1.1111111111111113e-05,,,,,130.12847222222223,4684.625
train_step,step_01,1,37,0.015629,1.0833333333333334e-05,,,,,129.16300675675674,4779.031249999999
train_step,step_01,1,38,0.018284,1.0555555555555557e-05,,,,,129.2192468619247,4910.331380753139
epoch_end,step_01,1,38,0.373566,1.0555555555555557e-05,0.9110671936758893,0.9111111111111111,0.9110671936758892,0.9111111111111111,129.2192468619247,4910.331380753139
train_step,step_01,2,39,0.003872,1.0277777777777777e-05,,,,,129.43765281173594,5048.068459657702
train_step,step_01,2,40,0.003782,1e-05,,,,,129.37887212073073,5175.15488482923
train_step,step_01,2,41,0.005791,9.722222222222223e-06,,,,,129.2633617350891,5299.797831138652
train_step,step_01,2,42,0.003691,9.444444444444445e-06,,,,,129.16931216931218,5425.111111111111
train_step,step_01,2,43,0.004093,9.166666666666666e-06,,,,,129.49594095940958,5568.325461254612
train_step,step_01,2,44,0.002708,8.888888888888888e-06,,,,,129.2761355443403,5688.149963950973
train_step,step_01,2,45,0.002407,8.611111111111112e-06,,,,,129.04369274136715,5806.966173361522
train_step,step_01,2,46,0.004195,8.333333333333334e-06,,,,,129.5671950379049,5960.090971743625
train_step,step_01,2,47,0.003134,8.055555555555557e-06,,,,,129.25151719487525,6074.821308159137
train_step,step_01,2,48,0.002099,7.77777777777778e-06,,,,,128.99141914191418,6191.58811881188
train_step,step_01,2,49,0.012199,7.500000000000001e-06,,,,,128.67420814479638,6305.036199095022
train_step,step_01,2,50,0.001883,7.222222222222223e-06,,,,,128.77580747308423,6438.790373654211
train_step,step_01,2,51,0.00194,6.944444444444445e-06,,,,,129.44320297951583,6601.6033519553075
train_step,step_01,2,52,0.001737,6.666666666666667e-06,,,,,129.75958612294582,6747.498478393182
train_step,step_01,2,53,0.001791,6.3888888888888885e-06,,,,,130.00597014925373,6890.316417910448
train_step,step_01,2,54,0.001612,6.111111111111112e-06,,,,,129.9859402460457,7019.240773286467
train_step,step_01,2,55,0.002105,5.833333333333334e-06,,,,,129.8556641748131,7142.061529614722
train_step,step_01,2,56,0.001451,5.555555555555557e-06,,,,,130.12930547713157,7287.241106719368
train_step,step_01,2,57,0.00143,5.2777777777777785e-06,,,,,130.02273987798114,7411.296173044925
train_step,step_01,2,58,0.004652,5e-06,,,,,129.68664850136238,7521.825613079019
train_step,step_01,2,59,0.00132,4.722222222222222e-06,,,,,129.76968398500267,7656.411355115158
train_step,step_01,2,60,0.001331,4.444444444444444e-06,,,,,129.9167983149026,7795.007898894156
train_step,step_01,2,61,0.001505,4.166666666666667e-06,,,,,129.77110305541171,7916.037286380115
train_step,step_01,2,62,0.022139,3.88888888888889e-06,,,,,129.36118186449312,8020.393275598573
train_step,step_01,2,63,0.001312,3.6111111111111115e-06,,,,,129.19498746867168,8139.284210526316
train_step,step_01,2,64,0.001244,3.3333333333333333e-06,,,,,129.05377405032067,8259.441539220523
train_step,step_01,2,65,0.001435,3.055555555555556e-06,,,,,128.66731423020883,8363.375424963575
train_step,step_01,2,66,0.001226,2.7777777777777783e-06,,,,,128.8550932568149,8504.436154949784
train_step,step_01,2,67,0.001274,2.5e-06,,,,,129.03862458784738,8645.587847385774
train_step,step_01,2,68,0.001416,2.222222222222222e-06,,,,,128.7740139211137,8756.632946635731
train_step,step_01,2,69,0.001217,1.944444444444445e-06,,,,,128.8628257887517,8891.534979423868
train_step,step_01,2,70,0.001402,1.6666666666666667e-06,,,,,129.06173952230733,9034.321766561514
train_step,step_01,2,71,0.001305,1.3888888888888892e-06,,,,,129.256330519769,9177.1994669036
train_step,step_01,2,72,0.001622,1.111111111111111e-06,,,,,129.4126149802891,9317.708278580816
train_step,step_01,2,73,0.001357,8.333333333333333e-07,,,,,129.42980561555075,9448.375809935205
train_step,step_01,2,74,0.001181,5.555555555555555e-07,,,,,129.3962505325948,9575.322539412015
train_step,step_01,2,75,0.001191,2.7777777777777776e-07,,,,,129.31357713324925,9698.518284993694
train_step,step_01,2,76,0.001149,0.0,,,,,129.2192468619247,9820.662761506277
epoch_end,step_01,2,76,0.002926,0.0,0.9287481444829293,0.9288888888888889,0.9287481444829292,0.9288888888888889,129.2192468619247,9820.662761506277
