phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,3259,204,265.37735577952117,15.678060927428305,0.534416086620263,0.033049445646261486,0.534416086620263,0.0104875283446712
diverse,6517,612,500.8584376303479,15.587562874890864,0.691415313225058,0.15954654199099214,0.691415313225058,0.08692674693593178
hard,10318,1258,704.4259102651849,11.80763040855527,0.7238979118329466,0.39906450278995576,0.7238979118329466,0.2847816954287542
