phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,65,10,9.280416327994317,0.5423320010304451,0.6877358490566038,0.4074902179988821,0.6877358490566038,0.43010752688172044
diverse,1862,244,8.034489747136831,0.5438695009797812,0.8924528301886793,0.8782537206968675,0.8924528301886793,0.7418097673852149
hard,3755,714,15.964893291238695,0.5410415851511061,0.8990566037735849,0.8861417596328267,0.8990566037735849,0.6761604415098059
