phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,822,226,79.20612356066704,2.4746609264984727,0.7822384428223844,0.6695755690623292,0.7807401933022017,0.7822384428223844,0.8,0.4843570132962954,146.4045441950679,33087.426988085346,0.6545897909932664,2.0,226.0
step_02,822,488,80.69381216727197,2.4925539270043373,0.8102189781021898,0.7364437110587592,0.8157130762133531,0.8102189781021898,0.8,0.4922760185362769,147.62413350449293,72040.57715019255,0.7107352229463055,2.0,488.0
step_03,822,762,84.1673135953024,2.5248040836304426,0.8552311435523114,0.7976479405986859,0.8577147671609564,0.8552311435523114,0.8,0.5505016055613033,147.8910541029436,112692.98322644303,0.7615664182267413,2.0,762.0
step_04,822,1036,84.27866411115974,2.490773554891348,0.8734793187347932,0.8255082699669217,0.8738158674068606,0.8734793187347932,0.8,0.6345244404748003,148.0177146311971,153346.3523579202,0.7615664182267413,2.0,762.0
step_05,822,1310,84.29685072507709,2.4989187121391296,0.8625304136253041,0.804288465006285,0.8640579248149327,0.8625304136253041,0.8,0.49423536814636415,148.09135672626445,193999.67731140644,0.8004745020392932,1.0,1173.0
step_06,822,1584,84.34654244221747,2.476575329899788,0.8759124087591241,0.8246801744120453,0.8767459061023878,0.8759124087591241,0.8,0.6043158057936383,148.13950822264388,234652.9810246679,0.8036381643059466,2.0,1584.0
step_07,822,1858,84.20444031897932,2.472505076788366,0.8844282238442822,0.8275028427925865,0.8842998986099286,0.8844282238442822,0.8,0.6092209747853543,148.17345150636922,275306.272898834,0.8069978598456986,1.0,1721.0
step_08,822,2132,84.17209587991238,2.5029203286394477,0.8807785888077859,0.8079850520764333,0.8794116666126791,0.8807785888077859,0.8,0.5475214659261733,148.19866674497825,315959.55750029365,0.8069978598456986,1.0,1721.0
step_09,822,2406,84.38416696712375,2.4952379390597343,0.8795620437956204,0.8254437207321901,0.879414309953386,0.8795620437956204,0.8,0.5602793009780215,148.21813687223522,356612.8373145979,0.8069978598456986,1.0,1721.0
step_10,822,2680,84.19266582559794,2.495045678690076,0.889294403892944,0.8452887287412925,0.8875365922661983,0.889294403892944,0.8,0.6692709612779532,148.23362455615774,397266.11381050275,0.8069978598456986,1.0,1721.0
