phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,1701,108,10.315486351028085,0.25349270831793547,0.82186616399623,0.792353070917998,0.82186616399623,0.5861155272919979
diverse,3532,330,8.27926756348461,0.31440031435340643,0.8916116870876531,0.8775098607498486,0.8916116870876531,0.6830985915492958
hard,5385,668,12.118759759701788,0.24892786610871553,0.9000942507068803,0.8866836742918863,0.9000942507068803,0.6376142329379739
