phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,128,16,20.77095236768946,2.355768575333059,0.43013365735115433,0.08644688644688645,0.43013365735115433,0.09603841536614646
diverse,1576,214,30.1449663201347,2.340300348121673,0.4507897934386391,0.08877721943048576,0.4507897934386391,0.1078167115902965
hard,3266,624,62.43901411257684,2.3414914081804454,0.4507897934386391,0.08877721943048576,0.4507897934386391,0.10011248593925759
