phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,500,114,41.45607978105545,1.4544938625767827,0.93,0.9299189863482186,0.9299189863482186,0.93,0.8,0.7837503861600247,127.47988980716254,14532.707438016529,0.9421296296296295,2.0,114.0
step_02,500,270,47.009859218262136,1.4546888768672943,0.97,0.9699989199611185,0.9699989199611186,0.97,0.8,0.8430798200648604,127.6895104895105,34476.167832167834,0.9666625509322139,2.0,270.0
step_03,500,476,61.4303248943761,1.4510547360405326,0.974,0.973997399739974,0.9739973997399741,0.974,0.8,0.8437312176944345,127.87901201954827,60870.409721304975,0.9711098271034269,2.0,476.0
step_04,500,730,75.15370306931436,1.453712321817875,0.986,0.985999943999776,0.985999943999776,0.986,0.8,0.9225578050669322,127.30160915583856,92930.17468376215,0.9755525373502901,2.0,730.0
step_05,500,984,75.1777959568426,1.4547727880999446,0.984,0.983999743995904,0.983999743995904,0.984,0.8,0.84,127.0226533086593,124990.29085572076,0.975554469087515,2.0,984.0
step_06,500,1238,75.28573885466903,1.453411222435534,0.984,0.983999743995904,0.983999743995904,0.984,0.8,0.8903508771929824,126.85827290705339,157050.5418589321,0.9777777777777777,1.0,1111.0
step_07,500,1492,75.28202902711928,1.4744209544733167,0.986,0.985999943999776,0.985999943999776,0.986,0.8,0.902656097900153,126.74990534685121,189110.858777502,0.9777777777777777,1.0,1111.0
step_08,500,1746,75.5611879164353,1.4595029819756746,0.978,0.977999911999648,0.977999911999648,0.978,0.8,0.8306233062330624,126.67308867402322,221171.21282484455,0.9777777777777777,1.0,1111.0
step_09,500,2000,75.37203343119472,1.4683599434792995,0.978,0.977999911999648,0.977999911999648,0.978,0.8,0.7282608695652174,126.6157949232845,253231.589846569,0.9777777777777777,1.0,1111.0
step_10,500,2254,75.33644953928888,1.4533851947635412,0.984,0.984,0.984,0.984,0.8,0.8857142857142857,126.5714206174661,285291.9820717686,0.9822218710493047,1.0,2127.0
