phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,822,1632,253.2236317647621,2.4150625485926867,0.11313868613138686,0.02907158487027196,0.11313868613138686,0.0223463687150838
