phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,f1_weighted,accuracy,hard_slice_quantile,hard_slice_macro_f1,avg_seq_len,compute_proxy,best_val_macro_f1,best_val_epoch,steps_to_best_val
step_01,1830,450,145.57621787209064,5.454651911742985,0.6442622950819672,0.4637795034968483,0.6146230463694523,0.6442622950819672,0.8,0.21524273020272428,227.41059972105998,102334.76987447699,0.4493702236360301,2.0,450.0
step_02,1830,1108,200.5608922690153,5.506376042962074,0.7043715846994536,0.5937746237378765,0.6994206074698648,0.7043715846994536,0.8,0.3163528526861546,225.777243680371,250161.18599785105,0.6016958289437282,2.0,1108.0
step_03,1830,2032,276.6508721038699,5.417878724634647,0.7540983606557377,0.6797291148212389,0.7518817526897945,0.7540983606557377,0.8,0.35501232464339066,222.98736790214747,453110.33157716366,0.6838546574638691,2.0,2032.0
step_04,1830,2960,277.46964614931494,5.45932786539197,0.7863387978142077,0.7266673193925578,0.7857398364470296,0.7863387978142077,0.8,0.39020489508307343,221.91343245701233,656863.7600727566,0.7444847711268493,2.0,2960.0
step_05,1830,3888,277.32750296685845,5.43760981131345,0.7983606557377049,0.7387333939461037,0.7967949151343267,0.7983606557377049,0.8,0.398791139396006,221.3521777634651,860617.2671443523,0.7611803649642642,2.0,3888.0
step_06,1830,4816,277.43508610501885,5.423056931234896,0.8081967213114755,0.7613318787308474,0.8057336831453817,0.8081967213114755,0.8,0.4462952325989909,221.00722744348684,1064370.8073678326,0.7673128012578144,2.0,4816.0
step_07,1830,5744,277.0692902347073,5.406920038163662,0.8207650273224044,0.7727490060999508,0.8180774978324085,0.8207650273224044,0.8,0.49095190205562383,220.77374036816235,1268124.3646747246,0.7819495762887164,2.0,5744.0
step_08,1830,6672,277.72928996849805,5.50695076957345,0.8109289617486338,0.7622432055388494,0.8095739617564158,0.8109289617486338,0.8,0.4217960891336509,220.60520562597935,1471877.9319365341,0.7916482399143449,1.0,6208.0
step_09,1830,7600,277.2262592352927,5.405536361038685,0.8153005464480875,0.7669742382688274,0.8135921365947005,0.8153005464480875,0.8,0.4292818829472705,220.47782967191375,1675631.5055065446,0.8079138747037374,2.0,7600.0
step_10,1830,8528,276.9156293058768,5.420289659872651,0.819672131147541,0.7693967481295334,0.8187260261577672,0.819672131147541,0.8,0.4537826030935273,220.3781758120756,1879385.0833253807,0.8079138747037374,2.0,7600.0
