phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,2076,130,132.37995719257742,12.544759904034436,0.5467680608365019,0.040617759955622605,0.5467680608365019,0.013933153933153935
diverse,4152,390,246.41161171905696,12.037816022522748,0.6790874524714829,0.13515159619199113,0.6790874524714829,0.05681835768988194
hard,6572,802,382.65898511279374,11.986803462728858,0.7353612167300381,0.36276339136089547,0.7353612167300381,0.26612056668136164
