phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
full,1060,1614,337.75468535348773,1.2987396381795406,0.9245283018867925,0.9133986928104575,0.9245283018867925,0.753311851056212
