phase,n_samples,n_iter,train_time_s,pred_time_s,micro_f1,macro_f1,accuracy,hard_slice_macro_f1
clean,1288,162,61.23143272101879,4.903511215001345,0.6289537712895377,0.5469282603724911,0.6289537712895377,0.3924571155044107
diverse,3279,572,139.17479594703764,4.8932761321775615,0.7992700729927007,0.7555943948733705,0.7992700729927007,0.41596888949830124
hard,5603,1274,237.88971314718947,4.919312203768641,0.851581508515815,0.7895504137308537,0.851581508515815,0.44572688119912346
